wavelength,EX,wavelength,EM
462.4,0.098732757,462.4,0
462.5,0.098602945,462.5,0
462.6,0.098572987,462.6,0
462.7,0.098662855,462.7,0
462.8,0.098892518,462.8,0
462.9,0.099281949,462.9,0
463,0.099851119,463,0
463.1,0.10061001,463.1,0
463.2,0.10152867,463.2,0
463.3,0.10256715,463.3,0
463.4,0.10368551,463.4,0
463.5,0.10484381,463.5,0
463.6,0.10600209,463.6,0
463.7,0.10712042,463.7,0
463.8,0.10815885,463.8,0
463.9,0.10907743,463.9,0
464,0.10983623,464,0
464.1,0.11040529,464.1,0
464.2,0.1107946,464.2,0
464.3,0.11102414,464.3,0
464.4,0.11111391,464.4,0
464.5,0.11108388,464.5,0
464.6,0.11095404,464.6,0
464.7,0.11074437,464.7,0
464.8,0.11047486,464.8,0
464.9,0.11016548,464.9,0
465,0.10983623,465,0
465.1,0.10950708,465.1,0
465.2,0.10919795,465.2,0
465.3,0.10892877,465.3,0
465.4,0.10871945,465.4,0
465.5,0.10858992,465.5,0
465.6,0.1085601,465.6,0
465.7,0.1086499,465.7,0
465.8,0.10887924,465.8,0
465.9,0.10926804,465.9,0
466,0.10983623,466,0
466.1,0.11059378,466.1,0
466.2,0.11151087,466.2,0
466.3,0.11254777,466.3,0
466.4,0.11366471,466.4,0
466.5,0.11482196,466.5,0
466.6,0.11597974,466.6,0
466.7,0.11709833,466.7,0
466.8,0.11813796,466.8,0
466.9,0.11905888,466.9,0
467,0.11982134,467,0
467.1,0.12039543,467.1,0
467.2,0.12079058,467.2,0
467.3,0.12102604,467.3,0
467.4,0.12112109,467.4,0
467.5,0.12109498,467.5,0
467.6,0.12096698,467.6,0
467.7,0.12075635,467.7,0
467.8,0.12048236,467.8,0
467.9,0.12016427,467.9,0
468,0.11982134,468,0
468.1,0.1194734,468.1,0
468.2,0.11914249,468.2,0
468.3,0.11885123,468.3,0
468.4,0.11862221,468.4,0
468.5,0.11847805,468.5,0
468.6,0.11844135,468.6,0
468.7,0.11853473,468.7,0
468.8,0.11878078,468.8,0
468.9,0.11920212,468.9,0
469,0.11982134,469,0
469.1,0.12064901,469.1,0
469.2,0.12164738,469.2,0
469.3,0.1227667,469.3,0
469.4,0.12395717,469.4,0
469.5,0.12516901,469.5,0
469.6,0.12635245,469.6,0
469.7,0.12745769,469.7,0
469.8,0.12843496,469.8,0
469.9,0.12923447,469.9,0
470,0.12980646,470,0
470.1,0.13011887,470.1,0
470.2,0.13021066,470.2,0
470.3,0.13013853,470.3,0
470.4,0.12995917,470.4,0
470.5,0.12972929,470.5,0
470.6,0.12950559,470.6,0
470.7,0.12934475,470.7,0
470.8,0.12930349,470.8,0
470.9,0.12943849,470.9,0
471,0.12980646,471,0
471.1,0.1304451,471.1,0
471.2,0.13131623,471.2,0
471.3,0.13236263,471.3,0
471.4,0.13352714,471.4,0
471.5,0.13475255,471.5,0
471.6,0.13598167,471.6,0
471.7,0.13715733,471.7,0
471.8,0.13822232,471.8,0
471.9,0.13911946,471.9,0
472,0.13979157,472,0
472.1,0.14019968,472.1,0
472.2,0.1403778,472.2,0
472.3,0.14037817,472.3,0
472.4,0.14025302,472.4,0
472.5,0.14005459,472.5,0
472.6,0.13983512,472.6,0
472.7,0.13964685,472.7,0
472.8,0.139542,472.8,0
472.9,0.13957283,472.9,0
473,0.13979157,473,0
473.1,0.14023642,473.1,0
473.2,0.14088947,473.2,0
473.3,0.1417188,473.3,0
473.4,0.14269245,473.4,0
473.5,0.14377849,473.5,0
473.6,0.14494498,473.6,0
473.7,0.14615998,473.7,0
473.8,0.14739156,473.8,0
473.9,0.14860777,473.9,0
474,0.14977668,474,0
474.1,0.15087427,474.1,0
474.2,0.15190822,474.2,0
474.3,0.15289414,474.3,0
474.4,0.15384764,474.4,0
474.5,0.15478433,474.5,0
474.6,0.15571981,474.6,0
474.7,0.15666969,474.7,0
474.8,0.15764957,474.8,0
474.9,0.15867507,474.9,0
475,0.15976179,475,0
475.1,0.16091765,475.1,0
475.2,0.16211986,475.2,0
475.3,0.16333791,475.3,0
475.4,0.16454132,475.4,0
475.5,0.1656996,475.5,0
475.6,0.16678226,475.6,0
475.7,0.1677588,475.7,0
475.8,0.16859876,475.8,0
475.9,0.16927162,475.9,0
476,0.1697469,476,0
476.1,0.17000694,476.1,0
476.2,0.17008535,476.2,0
476.3,0.17002858,476.3,0
476.4,0.16988306,476.4,0
476.5,0.16969523,476.5,0
476.6,0.16951153,476.6,0
476.7,0.16937841,476.7,0
476.8,0.16934231,476.8,0
476.9,0.16944966,476.9,0
477,0.1697469,477,0
477.1,0.17026683,477.1,0
477.2,0.17098765,477.2,0
477.3,0.1718739,477.3,0
477.4,0.17289014,477.4,0
477.5,0.17400091,477.5,0
477.6,0.17517077,477.6,0
477.7,0.17636425,477.7,0
477.8,0.17754593,477.8,0
477.9,0.17868033,477.9,0
478,0.17973201,478,0
478.1,0.18067735,478.1,0
478.2,0.18153997,478.2,0
478.3,0.18235532,478.3,0
478.4,0.18315885,478.4,0
478.5,0.18398602,478.5,0
478.6,0.18487227,478.6,0
478.7,0.18585305,478.7,0
478.8,0.18696382,478.8,0
478.9,0.18824003,478.9,0
479,0.18971713,479,0
479.1,0.19141691,479.1,0
479.2,0.19330659,479.2,0
479.3,0.19533972,479.3,0
479.4,0.19746987,479.4,0
479.5,0.19965059,479.5,0
479.6,0.20183544,479.6,0
479.7,0.20397799,479.7,0
479.8,0.20603178,479.8,0
479.9,0.20795038,479.9,0
480,0.20968735,480,0
480.1,0.21120907,480.1,0
480.2,0.21253321,480.2,0
480.3,0.21369026,480.3,0
480.4,0.21471071,480.4,0
480.5,0.21562506,480.5,0
480.6,0.21646379,480.6,0
480.7,0.21725741,480.7,0
480.8,0.2180364,480.8,0
480.9,0.21883125,480.9,0
481,0.21967246,481,0
481.1,0.22058284,481.1,0
481.2,0.22155444,481.2,0
481.3,0.22257166,481.3,0
481.4,0.22361888,481.4,0
481.5,0.22468048,481.5,0
481.6,0.22574084,481.6,0
481.7,0.22678435,481.7,0
481.8,0.22779538,481.8,0
481.9,0.22875833,481.9,0
482,0.22965757,482,0
482.1,0.23048543,482.1,0
482.2,0.23126593,482.2,0
482.3,0.23203107,482.3,0
482.4,0.23281281,482.4,0
482.5,0.23364314,482.5,0
482.6,0.23455402,482.6,0
482.7,0.23557744,482.7,0
482.8,0.23674538,482.8,0
482.9,0.2380898,482.9,0
483,0.23964269,483,0
483.1,0.24142196,483.1,0
483.2,0.24338929,483.2,0
483.3,0.24549231,483.3,0
483.4,0.24767863,483.4,0
483.5,0.24989589,483.5,0
483.6,0.2520917,483.6,0
483.7,0.25421368,483.7,0
483.8,0.25620947,483.8,0
483.9,0.25802667,483.9,0
484,0.25961291,484,0
484.1,0.26093417,484.1,0
484.2,0.2620298,484.2,0
484.3,0.26295752,484.3,0
484.4,0.26377505,484.4,0
484.5,0.26454009,484.5,0
484.6,0.26531036,484.6,0
484.7,0.26614358,484.7,0
484.8,0.26709745,484.8,0
484.9,0.2682297,484.9,0
485,0.26959802,485,0
485.1,0.27124075,485.1,0
485.2,0.27311862,485.2,0
485.3,0.27517298,485.3,0
485.4,0.27734517,485.4,0
485.5,0.27957654,485.5,0
485.6,0.28180844,485.6,0
485.7,0.28398222,485.7,0
485.8,0.28603921,485.8,0
485.9,0.28792077,485.9,0
486,0.28956825,486,0
486.1,0.29094227,486.1,0
486.2,0.29208063,486.2,0
486.3,0.29304041,486.3,0
486.4,0.29387869,486.4,0
486.5,0.29465255,486.5,0
486.6,0.29541907,486.6,0
486.7,0.29623533,486.7,0
486.8,0.29715841,486.8,0
486.9,0.29824539,486.9,0
487,0.29955336,487,0
487.1,0.30112156,487.1,0
487.2,0.30291799,487.2,0
487.3,0.30489278,487.3,0
487.4,0.3069961,487.4,0
487.5,0.30917809,487.5,0
487.6,0.31138891,487.6,0
487.7,0.31357872,487.7,0
487.8,0.31569766,487.8,0
487.9,0.3176959,487.9,0
488,0.31952358,488,0
488.1,0.32114292,488.1,0
488.2,0.32256434,488.2,0
488.3,0.32381032,488.3,0
488.4,0.32490335,488.4,0
488.5,0.32586592,488.5,0
488.6,0.32672051,488.6,0
488.7,0.32748959,488.7,0
488.8,0.32819566,488.8,0
488.9,0.3288612,488.9,0
489,0.32950869,489,0
489.1,0.33016018,489.1,0
489.2,0.33083592,489.2,0
489.3,0.33155574,489.3,0
489.4,0.33233946,489.4,0
489.5,0.33320691,489.5,0
489.6,0.33417791,489.6,0
489.7,0.33527227,489.7,0
489.8,0.33650983,489.8,0
489.9,0.3379104,489.9,0
490,0.33949381,490,0
490.1,0.34126959,490.1,0
490.2,0.34320617,490.2,0
490.3,0.34526168,490.3,0
490.4,0.34739427,490.4,0
490.5,0.34956206,490.5,0
490.6,0.35172321,490.6,0
490.7,0.35383584,490.7,0
490.8,0.35585809,490.8,0
490.9,0.35774811,490.9,0
491,0.35946403,491,0
491.1,0.3609756,491.1,0
491.2,0.36229901,491.2,0
491.3,0.36346207,491.3,0
491.4,0.36449258,491.4,0
491.5,0.36541834,491.5,0
491.6,0.36626717,491.6,0
491.7,0.36706686,491.7,0
491.8,0.36784521,491.8,0
491.9,0.36863004,491.9,0
492,0.36944914,492,0
492.1,0.37032412,492.1,0
492.2,0.37125173,492.2,0
492.3,0.37222253,492.3,0
492.4,0.37322708,492.4,0
492.5,0.37425594,492.5,0
492.6,0.37529965,492.6,0
492.7,0.37634879,492.7,0
492.8,0.37739389,492.8,0
492.9,0.37842553,492.9,0
493,0.37943425,493,0
493.1,0.38041385,493.1,0
493.2,0.38137107,493.2,0
493.3,0.38231586,493.3,0
493.4,0.38325821,493.4,0
493.5,0.38420809,493.5,0
493.6,0.38517547,493.6,0
493.7,0.38617031,493.7,0
493.8,0.3872026,493.8,0
493.9,0.38828229,493.9,0
494,0.38941937,494,0
494.1,0.39061706,494.1,0
494.2,0.39185166,494.2,0
494.3,0.39309274,494.3,0
494.4,0.39430985,494.4,0
494.5,0.39547255,494.5,0
494.6,0.39655039,494.6,0
494.7,0.39751295,494.7,0
494.8,0.39832978,494.8,0
494.9,0.39897043,494.9,0
495,0.39940448,495,0
495.1,0.39961519,495.1,0
495.2,0.39964072,495.2,0
495.3,0.39953297,495.3,0
495.4,0.39934381,495.4,0
495.5,0.39912511,495.5,0
495.6,0.39892876,495.6,0
495.7,0.39880664,495.7,0
495.8,0.39881064,495.8,0
495.9,0.39899262,495.9,0
496,0.39940448,496,0
496.1,0.40007989,496.1,0
496.2,0.4009798,496.2,0
496.3,0.40204694,496.3,0
496.4,0.40322406,496.4,0
496.5,0.40445388,496.5,0
496.6,0.40567916,496.6,0
496.7,0.40684263,496.7,0
496.8,0.40788703,496.8,0
496.9,0.4087551,496.9,0
497,0.40938959,497,0
497.1,0.40975233,497.1,0
497.2,0.40988156,497.2,0
497.3,0.40983461,497.3,0
497.4,0.40966884,497.4,0
497.5,0.40944156,497.5,0
497.6,0.40921013,497.6,0
497.7,0.40903188,497.7,0
497.8,0.40896415,497.8,0
497.9,0.40906427,497.9,0
498,0.40938959,498,0
498.1,0.40997917,498.1,0
498.2,0.41079901,498.2,0
498.3,0.41179684,498.3,0
498.4,0.41292039,498.4,0
498.5,0.4141174,498.5,0
498.6,0.41533558,498.6,0
498.7,0.41652267,498.7,0
498.8,0.4176264,498.8,0
498.9,0.4185945,498.9,0
499,0.4193747,499,0
499.1,0.41992876,499.1,0
499.2,0.42027457,499.2,0
499.3,0.42044405,499.3,0
499.4,0.42046913,499.4,0
499.5,0.42038173,499.5,0
499.6,0.42021376,499.6,0
499.7,0.41999715,499.7,0
499.8,0.41976382,499.8,0
499.9,0.4195457,499.9,0
500,0.4193747,500,0.01
500.1,0.41927485,500.1,0.009999999
500.2,0.41923853,500.2,0.009999999
500.3,0.41925025,500.3,0.009999998
500.4,0.4192945,500.4,0.009999998
500.5,0.41935577,500.5,0.009999998
500.6,0.41941855,500.6,0.009999998
500.7,0.41946735,500.7,0.009999998
500.8,0.41948664,500.8,0.009999998
500.9,0.41946093,500.9,0.009999999
501,0.4193747,501,0.01
501.1,0.41922006,501.1,0.010000001
501.2,0.4190195,501.2,0.010000003
501.3,0.41880314,501.3,0.010000005
501.4,0.41860107,501.4,0.010000006
501.5,0.4184434,501.5,0.010000007
501.6,0.41836023,501.6,0.010000008
501.7,0.41838167,501.7,0.010000007
501.8,0.41853783,501.8,0.010000006
501.9,0.4188588,501.9,0.010000004
502,0.4193747,502,0.01
502.1,0.42010311,502.1,0.009999995
502.2,0.42101154,502.2,0.009999989
502.3,0.422055,502.3,0.009999983
502.4,0.42318848,502.4,0.009999977
502.5,0.42436699,502.5,0.009999973
502.6,0.42554552,502.6,0.009999971
502.7,0.42667906,502.7,0.009999972
502.8,0.42772263,502.8,0.009999977
502.9,0.42863121,502.9,0.009999986
503,0.42935981,503,0.01
503.1,0.42987594,503.1,0.010000019
503.2,0.43019716,503.2,0.010000042
503.3,0.43035356,503.3,0.010000064
503.4,0.43037521,503.4,0.010000085
503.5,0.43029219,503.5,0.0100001
503.6,0.43013457,503.6,0.010000107
503.7,0.42993245,503.7,0.010000103
503.8,0.4297159,503.8,0.010000086
503.9,0.42951499,503.9,0.010000052
504,0.42935981,504,0.01
504.1,0.42927286,504.1,0.009999928
504.2,0.4292463,504.2,0.009999844
504.3,0.42926475,504.3,0.00999976
504.4,0.42931278,504.4,0.009999684
504.5,0.42937501,504.5,0.009999628
504.6,0.42943602,504.6,0.009999602
504.7,0.4294804,504.7,0.009999615
504.8,0.42949277,504.8,0.009999679
504.9,0.42945771,504.9,0.009999804
505,0.42935981,505,0.01
505.1,0.42919151,505.1,0.010000269
505.2,0.4289765,505.2,0.010000581
505.3,0.42874633,505.3,0.010000897
505.4,0.42853254,505.4,0.010001179
505.5,0.42836666,505.5,0.010001388
505.6,0.42828024,505.6,0.010001487
505.7,0.42830481,505.7,0.010001436
505.8,0.4284719,505.8,0.010001196
505.9,0.42881305,505.9,0.010000731
506,0.42935981,506,0.01
506.1,0.43012998,506.1,0.009998996
506.2,0.43108646,506.2,0.009997833
506.3,0.4321784,506.3,0.009996653
506.4,0.43335498,506.4,0.0099956
506.5,0.43456535,506.5,0.009994818
506.6,0.43575868,506.6,0.009994451
506.7,0.43688415,506.7,0.009994642
506.8,0.4378909,506.8,0.009995535
506.9,0.4387281,506.9,0.009997273
507,0.43934492,507,0.01
507.1,0.43970767,507.1,0.010003746
507.2,0.43985118,507.2,0.010008089
507.3,0.43982744,507.3,0.010012493
507.4,0.43968844,507.4,0.010016421
507.5,0.43948615,507.5,0.010019338
507.6,0.43927257,507.6,0.010020708
507.7,0.43909967,507.7,0.010019995
507.8,0.43901944,507.8,0.010016664
507.9,0.43908386,507.9,0.010010177
508,0.43934492,508,0.01
508.1,0.43983973,508.1,0.009986019
508.2,0.44054588,508.2,0.009969811
508.3,0.44142609,508.3,0.009953377
508.4,0.44244309,508.4,0.009938717
508.5,0.4435596,508.5,0.00992783
508.6,0.44473834,508.6,0.009922716
508.7,0.44594203,508.7,0.009925377
508.8,0.4471334,508.8,0.009937811
508.9,0.44827516,508.9,0.009962018
509,0.44933004,509,0.01
509.1,0.45027317,509.1,0.010052178
509.2,0.45112936,509.2,0.010112666
509.3,0.45193583,509.3,0.010173998
509.4,0.45272979,509.4,0.010228712
509.5,0.45354846,509.5,0.010269343
509.6,0.45442907,509.6,0.010288426
509.7,0.45540882,509.7,0.010278498
509.8,0.45652494,509.8,0.010232094
509.9,0.45781464,509.9,0.010141749
510,0.45931515,510,0.01
510.1,0.46104886,510.1,0.009805269
510.2,0.46297891,510.2,0.009579526
510.3,0.46505361,510.3,0.009350629
510.4,0.46722128,510.4,0.009146434
510.5,0.46943023,510.5,0.008994798
510.6,0.47162879,510.6,0.008923578
510.7,0.47376527,510.7,0.008960631
510.8,0.47578798,510.8,0.009133815
510.9,0.47764524,510.9,0.009470985
511,0.47928537,511,0.01
511.1,0.48067358,511.1,0.010736746
511.2,0.48184267,511.2,0.011649229
511.3,0.48284233,511.3,0.012693486
511.4,0.48372226,511.4,0.013825553
511.5,0.48453216,511.5,0.015001466
511.6,0.48532172,511.6,0.016177263
511.7,0.48614064,511.7,0.017308978
511.8,0.48703861,511.8,0.018352648
511.9,0.48806532,511.9,0.01926431
512,0.48927048,512,0.02
512.1,0.49069096,512.1,0.020527748
512.2,0.49231229,512.2,0.020863557
512.3,0.49410721,512.3,0.021035427
512.4,0.49604844,512.4,0.021071354
512.5,0.49810869,512.5,0.020999336
512.6,0.5002607,512.6,0.020847372
512.7,0.50247719,512.7,0.020643458
512.8,0.50473087,512.8,0.020415593
512.9,0.50699447,512.9,0.020191775
513,0.50924071,513,0.02
513.1,0.51144678,513.1,0.019862263
513.2,0.51360772,513.2,0.019776541
513.3,0.51572303,513.3,0.019734806
513.4,0.51779221,513.4,0.019729031
513.5,0.51981478,513.5,0.019751188
513.6,0.52179023,513.6,0.01979325
513.7,0.52371806,513.7,0.019847189
513.8,0.52559779,513.8,0.019904979
513.9,0.52742891,513.9,0.019958592
514,0.52921093,514,0.02
514.1,0.53094831,514.1,0.020023199
514.2,0.53266536,514.2,0.020030279
514.3,0.53439133,514.3,0.020025349
514.4,0.5361555,514.4,0.020012523
514.5,0.53798711,514.5,0.019995913
514.6,0.53991544,514.6,0.019979629
514.7,0.54196975,514.7,0.019967784
514.8,0.5441793,514.8,0.01996449
514.9,0.54657334,514.9,0.019973858
515,0.54918116,515,0.02
515.1,0.55201768,515.1,0.020044939
515.2,0.55504058,515.2,0.020102345
515.3,0.55819323,515.3,0.020163797
515.4,0.56141897,515.4,0.020220875
515.5,0.56466117,515.5,0.020265161
515.6,0.56786318,515.6,0.020288234
515.7,0.57096837,515.7,0.020281673
515.8,0.57392007,515.8,0.020237061
515.9,0.57666166,515.9,0.020145976
516,0.57913649,516,0.02
516.1,0.58131027,516.1,0.019797043
516.2,0.58323814,516.2,0.019560342
516.3,0.58499758,516.3,0.019319463
516.4,0.58666609,516.4,0.019103975
516.5,0.58832114,516.5,0.018943443
516.6,0.59004023,516.6,0.018867437
516.7,0.59190084,516.7,0.018905522
516.8,0.59398047,516.8,0.019087266
516.9,0.5963566,516.9,0.019442236
517,0.59910672,517,0.02
517.1,0.60228313,517.1,0.020776888
517.2,0.60583745,517.2,0.021736288
517.3,0.60969609,517.3,0.02282835
517.4,0.61378548,517.4,0.024003226
517.5,0.61803204,517.5,0.025211065
517.6,0.62236219,517.6,0.026402019
517.7,0.62670235,517.7,0.027526239
517.8,0.63097895,517.8,0.028533875
517.9,0.63511842,517.9,0.029375079
518,0.63904716,518,0.03
518.1,0.64271006,518.1,0.030375403
518.2,0.64612575,518.2,0.030534505
518.3,0.64933133,518.3,0.030527135
518.4,0.65236388,518.4,0.030403122
518.5,0.65526049,518.5,0.030212296
518.6,0.65805824,518.6,0.030004486
518.7,0.66079423,518.7,0.029829522
518.8,0.66350555,518.8,0.029737233
518.9,0.66622927,518.9,0.02977745
519,0.6690025,519,0.03
519.1,0.67185366,519.1,0.030441498
519.2,0.67477654,519.2,0.031085691
519.3,0.67775627,519.3,0.03190311
519.4,0.68077801,519.4,0.032864286
519.5,0.68382687,519.5,0.033939752
519.6,0.68688799,519.6,0.035100037
519.7,0.68994652,519.7,0.036315673
519.8,0.69298758,519.8,0.037557191
519.9,0.6959963,519.9,0.038795123
520,0.69895783,520,0.04
520.1,0.70186351,520.1,0.041148605
520.2,0.7047295,520.2,0.042242732
520.3,0.70757817,520.3,0.043290425
520.4,0.7104319,520.4,0.044299732
520.5,0.71331304,520.5,0.045278697
520.6,0.71624399,520.6,0.046235367
520.7,0.7192471,520.7,0.047177786
520.8,0.72234476,520.8,0.048114001
520.9,0.72555932,520.9,0.049052057
521,0.72891317,521,0.05
521.1,0.73242249,521.1,0.050964082
521.2,0.73607876,521.2,0.051943383
521.3,0.73986725,521.3,0.052935189
521.4,0.74377328,521.4,0.053936785
521.5,0.74778211,521.5,0.054945459
521.6,0.75187905,521.6,0.055958496
521.7,0.75604938,521.7,0.056973182
521.8,0.76027839,521.8,0.057986804
521.9,0.76455137,521.9,0.058996648
522,0.76885362,522,0.06
522.1,0.77316896,522.1,0.060995066
522.2,0.77747541,522.2,0.061983737
522.3,0.78174954,522.3,0.06296882
522.4,0.78596789,522.4,0.063953127
522.5,0.79010702,522.5,0.064939467
522.6,0.79414351,522.6,0.06593065
522.7,0.79805389,522.7,0.066929485
522.8,0.80181474,522.8,0.067938781
522.9,0.80540261,522.9,0.06896135
523,0.80879407,523,0.07
523.1,0.81197766,523.1,0.071055652
523.2,0.81498996,523.2,0.07212167
523.3,0.81787952,523.3,0.07318953
523.4,0.82069492,523.4,0.074250705
523.5,0.82348471,523.5,0.075296672
523.6,0.82629747,523.6,0.076318905
523.7,0.82918175,523.7,0.07730888
523.8,0.83218613,523.8,0.07825807
523.9,0.83535915,523.9,0.079157952
524,0.8387494,524,0.08
524.1,0.84238884,524.1,0.080782325
524.2,0.84624307,524.2,0.081529582
524.3,0.85026109,524.3,0.08227306
524.4,0.8543919,524.4,0.083044051
524.5,0.85858453,524.5,0.083873844
524.6,0.86278795,524.6,0.084793729
524.7,0.8669512,524.7,0.085834997
524.8,0.87102326,524.8,0.087028938
524.9,0.87495314,524.9,0.088406842
525,0.87868985,525,0.09
525.1,0.88219682,525.1,0.091825047
525.2,0.88549523,525.2,0.093840002
525.3,0.88862065,525.3,0.095988229
525.4,0.89160869,525.4,0.098213091
525.5,0.89449494,525.5,0.10045795
525.6,0.897315,525.6,0.10266618
525.7,0.90010446,525.7,0.10478113
525.8,0.90289891,525.8,0.10674618
525.9,0.90573396,525.9,0.10850468
526,0.90864519,526,0.11
526.1,0.91165702,526.1,0.11119749
526.2,0.91474916,526.2,0.11215041
526.3,0.91789013,526.3,0.11293403
526.4,0.92104846,526.4,0.11362359
526.5,0.92419268,526.5,0.11429434
526.6,0.92729132,526.6,0.11502156
526.7,0.93031289,526.7,0.11588047
526.8,0.93322593,526.8,0.11694635
526.9,0.93599897,526.9,0.11829444
527,0.93860052,527,0.12
527.1,0.94100943,527.1,0.12211501
527.2,0.94324578,527.2,0.12459836
527.3,0.94533995,527.3,0.12738567
527.4,0.94732234,527.4,0.13041257
527.5,0.94922331,527.5,0.13361467
527.6,0.95107328,527.6,0.1369276
527.7,0.95290262,527.7,0.14028698
527.8,0.95474172,527.8,0.14362842
527.9,0.95662096,527.9,0.14688756
528,0.95857075,528,0.15
528.1,0.96061136,528.1,0.15291248
528.2,0.96272273,528.2,0.15561616
528.3,0.96487469,528.3,0.15811329
528.4,0.96703708,528.4,0.16040614
528.5,0.96917972,528.5,0.16249697
528.6,0.97127245,528.6,0.16438804
528.7,0.97328511,528.7,0.16608162
528.8,0.97518753,528.8,0.16757996
528.9,0.97694954,528.9,0.16888534
529,0.97854097,529,0.17
529.1,0.97994175,529.1,0.17093506
529.2,0.98117216,529.2,0.171737
529.3,0.98226256,529.3,0.17246116
529.4,0.98324332,529.4,0.17316286
529.5,0.98414481,529.5,0.17389744
529.6,0.9849974,529.6,0.17472022
529.7,0.98583145,529.7,0.17568654
529.8,0.98667734,529.8,0.17685172
529.9,0.98756543,529.9,0.1782711
530,0.98852608,530,0.18
530.1,0.98957938,530.1,0.18207727
530.2,0.99070421,530.2,0.18447582
530.3,0.9918692,530.3,0.18715206
530.4,0.99304294,530.4,0.1900624
530.5,0.99419404,530.5,0.19316326
530.6,0.99529111,530.6,0.19641107
530.7,0.99630276,530.7,0.19976223
530.8,0.99719758,530.8,0.20317316
530.9,0.99794419,530.9,0.20660028
531,0.99851119,531,0.21
531.1,0.99887831,531.1,0.21333584
531.2,0.99906972,531.2,0.21659971
531.3,0.99912073,531.3,0.21979061
531.4,0.99906662,531.4,0.22290754
531.5,0.99894269,531.5,0.2259495
531.6,0.99878425,531.6,0.22891551
531.7,0.99862658,531.7,0.23180456
531.8,0.99850498,531.8,0.23461565
531.9,0.99845476,531.9,0.2373478
532,0.99851119,532,0.24
532.1,0.99869539,532.1,0.24257935
532.2,0.99897168,532.2,0.24512533
532.3,0.99929016,532.3,0.24768551
532.4,0.99960096,532.4,0.25030745
532.5,0.9998542,532.5,0.25303872
532.6,1,532.6,0.2559269
532.7,0.99998848,532.7,0.25901954
532.8,0.99976976,532.8,0.26236423
532.9,0.99929396,532.9,0.26600853
533,0.99851119,533,0.27
533.1,0.9973873,533.1,0.27436675
533.2,0.99595097,533.2,0.27905896
533.3,0.99424661,533.3,0.28400736
533.4,0.99231861,533.4,0.28914267
533.5,0.99021139,533.5,0.29439561
533.6,0.98796934,533.6,0.29969691
533.7,0.98563687,533.7,0.30497727
533.8,0.98325838,533.8,0.31016743
533.9,0.98087828,533.9,0.3151981
534,0.97854097,534,0.32
534.1,0.97628213,534.1,0.32452366
534.2,0.97410257,534.2,0.32879883
534.3,0.97199438,534.3,0.33287505
534.4,0.96994965,534.4,0.33680186
534.5,0.96796046,534.5,0.34062883
534.6,0.9660189,534.6,0.34440548
534.7,0.96411706,534.7,0.34818138
534.8,0.96224703,534.8,0.35200607
534.9,0.9604009,534.9,0.35592909
535,0.95857075,535,0.36
535.1,0.95674786,535.1,0.3642586
535.2,0.95492029,535.2,0.36870572
535.3,0.95307528,535.3,0.37333245
535.4,0.95120008,535.4,0.37812987
535.5,0.94928193,535.5,0.38308909
535.6,0.94730808,535.6,0.38820117
535.7,0.94526576,535.7,0.39345722
535.8,0.94314224,535.8,0.39884831
535.9,0.94092474,535.9,0.40436554
536,0.93860052,536,0.41
536.1,0.93615879,536.1,0.41574194
536.2,0.93359659,536.2,0.42157829
536.3,0.93091296,536.3,0.42749516
536.4,0.92810692,536.4,0.43347864
536.5,0.92517749,536.5,0.43951483
536.6,0.92212368,536.6,0.44558984
536.7,0.91894453,536.7,0.45168976
536.8,0.91563905,536.8,0.45780069
536.9,0.91220626,536.9,0.46390874
537,0.90864519,537,0.47
537.1,0.90495779,537.1,0.47606364
537.2,0.90115781,537.2,0.48210111
537.3,0.89726189,537.3,0.48811692
537.4,0.89328672,537.4,0.49411557
537.5,0.88924896,537.5,0.50010159
537.6,0.88516529,537.6,0.50607948
537.7,0.88105236,537.7,0.51205375
537.8,0.87692684,537.8,0.51802892
537.9,0.87280541,537.9,0.5240095
538,0.86870474,538,0.53
538.1,0.86463774,538.1,0.53600349
538.2,0.86060238,538.2,0.54201726
538.3,0.85659288,538.3,0.54803717
538.4,0.85260344,538.4,0.55405907
538.5,0.84862829,538.5,0.56007881
538.6,0.84466163,538.6,0.56609225
538.7,0.84069769,538.7,0.57209524
538.8,0.83673067,538.8,0.57808362
538.9,0.8327548,538.9,0.58405326
539,0.82876429,539,0.59
539.1,0.8247554,539.1,0.5959224
539.2,0.82073255,539.2,0.60182984
539.3,0.81670221,539.3,0.6077344
539.4,0.81267087,539.4,0.61364814
539.5,0.80864498,539.5,0.61958316
539.6,0.80463101,539.6,0.62555152
539.7,0.80063545,539.7,0.63156531
539.8,0.79666475,539.8,0.6376366
539.9,0.79272539,539.9,0.64377747
540,0.78882384,540,0.65
540.1,0.78496214,540.1,0.65630689
540.2,0.78112463,540.2,0.66266336
540.3,0.7772912,540.3,0.66902523
540.4,0.77344176,540.4,0.67534835
540.5,0.76955621,540.5,0.68158855
540.6,0.76561445,540.6,0.68770167
540.7,0.76159638,540.7,0.69364353
540.8,0.75748192,540.8,0.69936999
540.9,0.75325095,540.9,0.70483686
541,0.74888339,541,0.71
541.1,0.74436482,541.1,0.71483002
541.2,0.73970357,541.2,0.71935672
541.3,0.73491364,541.3,0.72362467
541.4,0.73000904,541.4,0.72767844
541.5,0.72500377,541.5,0.73156263
541.6,0.71991186,541.6,0.73532181
541.7,0.7147473,541.7,0.73900056
